,Brands,Ton,Star,Type,Color,Condenser_Coil,Noise(dB),Noise(dB)_Range,Power_Consumption(kWh),Power_Range(kWh),Refrigerant,Wi_Fi Enabled,Product_Warranty(Years),PCB_Warranty(Years),Compressor_Warranty(Years),Condenser_Warranty(Years),ODU_Casing_Warranty(Years),Ratings_Count,Reviews_Count,Avg_star,Avg_star_Range,Offer_Price(₹),Offer_Price_Range(₹),Actual_Price(₹),Act_Price_Range(₹),Discount(%),Merged,Types
374,Lloyd,2.0,3,Split,White,Copper,38.0,"(35, 40]",1386.0,"(1000,1500]",R32A,No,1,1,5,1,1,5.0,0.0,0.0,"(-0.5,0.0]",46999.0,"(45000,50000]",68990.0,"(65000,70000]",32.0,Lloyd 2.0 Ton 3.0 Star,Split
375,Daikin,1.0,5,Split Inverter,White,Copper,48.0,"(45, 50]",1315.0,"(1000,1500]",R32,No,1,1,5,1,1,25.0,4.0,4.3,"(4.0,4.5]",43990.0,"(40000,45000]",55200.0,"(55000,60000]",20.0,Daikin 1.0 Ton 5.0 Star,Split
376,Panasonic,1.5,4,Split Inverter,White,Copper,38.0,"(35, 40]",2656.0,"(2500,3000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",41750.0,"(40000,45000]",59400.0,"(55000,60000]",30.0,Panasonic 1.5 Ton 4.0 Star,Split
377,Blue Star,1.5,3,Window,White,Copper,59.0,"(55, 60]",2768.0,"(2500,3000]",R22A,No,1,1,5,1,1,574.0,74.0,4.4,"(4.0,4.5]",28499.0,"(25000,30000]",35500.0,"(35000,40000]",20.0,Blue Star 1.5 Ton 3.0 Star,Window
378,Sansui,1.5,3,Split Triple Inverter,White,Copper,44.0,"(40, 45]",2536.0,"(2500,3000]",R32,No,1,1,5,1,1,1238.0,194.0,4.2,"(4.0,4.5]",29990.0,"(25000,30000]",46999.0,"(45000,50000]",36.0,Sansui 1.5 Ton 3.0 Star,Split
379,Samsung,1.5,3,Split Inverter,White,Copper,52.0,"(50, 55]",2797.0,"(2500,3000]",R32,No,1,1,10,1,1,13.0,1.0,4.5,"(4.0,4.5]",36999.0,"(35000,40000]",49990.0,"(45000,50000]",26.0,Samsung 1.5 Ton 3.0 Star,Split
380,Lg,1.5,4,Split Dual Inverter,White,Copper,31.0,"(30, 35]",921.0,"(500,1000]",R32,No,1,5,10,1,1,45.0,12.0,4.4,"(4.0,4.5]",40881.0,"(40000,45000]",59990.0,"(55000,60000]",32.0,Lg 1.5 Ton 4.0 Star,Split
381,Lumx,1.5,3,Split,White,Copper,43.0,"(40, 45]",2304.0,"(2000,2500]",R32,No,1,1,5,1,1,31.0,2.0,4.4,"(4.0,4.5]",28990.0,"(25000,30000]",42980.0,"(40000,45000]",33.0,Lumx 1.5 Ton 3.0 Star,Split
382,Lg,1.0,5,Split Dual Inverter,White,Copper,21.0,"(20, 25]",1681.0,"(1500,2000]",R32,No,1,5,10,1,1,15.0,2.0,4.5,"(4.0,4.5]",39599.0,"(35000,40000]",62990.0,"(60000,65000]",37.0,Lg 1.0 Ton 5.0 Star,Split
383,Lg,1.5,5,Split Dual Inverter,"White, Maroon",Copper,31.0,"(30, 35]",2304.0,"(2000,2500]",R32,No,1,5,10,1,1,240.0,37.0,4.3,"(4.0,4.5]",46500.0,"(45000,50000]",56990.0,"(55000,60000]",18.0,Lg 1.5 Ton 5.0 Star,Split
384,Motorola,2.0,3,Split Dual Inverter Smart,Silver,Copper,38.0,"(35, 40]",2115.0,"(2000,2500]",R32A,Yes,1,1,1,1,1,1165.0,177.0,4.3,"(4.0,4.5]",39990.0,"(35000,40000]",60899.0,"(60000,65000]",34.0,Motorola 2.0 Ton 3.0 Star,Split
385,Hitachi,2.0,2,Window,White,Copper,52.0,"(50, 55]",2774.0,"(2500,3000]",R32A,No,1,1,5,1,1,2088.0,249.0,4.2,"(4.0,4.5]",38990.0,"(35000,40000]",39690.0,"(35000,40000]",2.0,Hitachi 2.0 Ton 2.0 Star,Window
386,Hitachi,2.0,3,Split Inverter,"White, Gold",Copper,37.0,"(35, 40]",3344.0,"(3000,3500]",R32A,No,1,1,5,1,1,32.0,1.0,4.2,"(4.0,4.5]",47490.0,"(45000,50000]",59590.0,"(55000,60000]",20.0,Hitachi 2.0 Ton 3.0 Star,Split
387,Carrier,1.5,3,Split,White,Copper,40.0,"(35, 40]",1573.0,"(1500,2000]",R22,No,1,1,5,1,1,3.0,2.0,3.3,"(3.0,3.5]",39490.0,"(35000,40000]",39600.0,"(35000,40000]",0.0,Carrier 1.5 Ton 3.0 Star,Split
388,Blue Star,1.5,5,Window,White,Copper,58.0,"(55, 60]",2448.0,"(2000,2500]",R22A,No,1,1,5,1,1,855.0,104.0,4.3,"(4.0,4.5]",32900.0,"(30000,35000]",40000.0,"(35000,40000]",18.0,Blue Star 1.5 Ton 5.0 Star,Window
389,Vg,1.5,3,Split,White,Copper,39.0,"(35, 40]",2322.0,"(2000,2500]",R22,No,1,1,5,1,1,0.0,0.0,0.0,"(-0.5,0.0]",34990.0,"(30000,35000]",39000.0,"(35000,40000]",10.0,Vg 1.5 Ton 3.0 Star,Split
390,Sansui,1.5,3,Split Dual Inverter,"White, Gold",Copper,38.0,"(35, 40]",2163.0,"(2000,2500]",R32,No,1,1,5,1,1,1238.0,194.0,4.2,"(4.0,4.5]",28990.0,"(25000,30000]",50990.0,"(50000,55000]",43.0,Sansui 1.5 Ton 3.0 Star,Split
391,Haier,1.5,3,Split Inverter,White,Copper,38.0,"(35, 40]",2848.0,"(2500,3000]",R32,No,1,1,10,1,1,5.0,1.0,0.0,"(-0.5,0.0]",36700.0,"(35000,40000]",61000.0,"(60000,65000]",40.0,Haier 1.5 Ton 3.0 Star,Split
392,Daikin,1.5,5,Split Inverter,White,Copper,45.0,"(40, 45]",2640.0,"(2500,3000]",R32,No,1,1,10,1,1,180.0,11.0,4.2,"(4.0,4.5]",42300.0,"(40000,45000]",53800.0,"(50000,55000]",21.0,Daikin 1.5 Ton 5.0 Star,Split
393,Panasonic,1.5,4,Split Inverter,White,Copper,38.0,"(35, 40]",2656.0,"(2500,3000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",44246.0,"(40000,45000]",61400.0,"(60000,65000]",28.0,Panasonic 1.5 Ton 4.0 Star,Split
394,Lumx,1.5,3,Split Inverter,White,Copper,43.0,"(40, 45]",2560.0,"(2500,3000]",R32,No,1,1,5,1,1,20.0,0.0,3.8,"(3.5,4.0]",28500.0,"(25000,30000]",45980.0,"(45000,50000]",38.0,Lumx 1.5 Ton 3.0 Star,Split
395,Hitachi,1.0,5,Window,White,Copper,50.0,"(45, 50]",1263.0,"(1000,1500]",R32A,No,1,1,5,1,1,2088.0,249.0,4.2,"(4.0,4.5]",27490.0,"(25000,30000]",29090.0,"(25000,30000]",6.0,Hitachi 1.0 Ton 5.0 Star,Window
396,Samsung,1.5,3,Split Inverter,White,Aluminium,52.0,"(50, 55]",2992.0,"(2500,3000]",R32,No,5,1,10,5,1,35.0,3.0,4.3,"(4.0,4.5]",40500.0,"(40000,45000]",47670.0,"(45000,50000]",15.0,Samsung 1.5 Ton 3.0 Star,Split
397,Panasonic,1.5,3,Split,White,Copper,38.0,"(35, 40]",2656.0,"(2500,3000]",R32,No,1,1,5,1,1,10.0,0.0,0.0,"(-0.5,0.0]",36599.0,"(35000,40000]",48650.0,"(45000,50000]",25.0,Panasonic 1.5 Ton 3.0 Star,Split
398,Hitachi,1.8,3,Split Inverter,"White, Gold",Copper,38.0,"(35, 40]",1236.0,"(1000,1500]",R32A,No,1,1,10,1,1,1672.0,175.0,4.0,"(3.5,4.0]",44999.0,"(40000,45000]",69600.0,"(65000,70000]",35.0,Hitachi 1.8 Ton 3.0 Star,Split
399,Daikin,1.5,3,Split Inverter,White,Copper,35.0,"(30, 35]",2728.0,"(2500,3000]",R32,No,1,1,5,1,1,5.0,0.0,3.8,"(3.5,4.0]",45990.0,"(45000,50000]",52990.0,"(50000,55000]",13.0,Daikin 1.5 Ton 3.0 Star,Split
400,Godrej,1.0,3,Split Inverter,White,Copper,32.0,"(30, 35]",1249.0,"(1000,1500]",R32A,No,1,1,10,1,1,3.0,0.0,4.0,"(3.5,4.0]",27999.0,"(25000,30000]",42900.0,"(40000,45000]",35.0,Godrej 1.0 Ton 3.0 Star,Split
401,Daikin,1.5,3,Split,White,Copper,45.0,"(40, 45]",1765.0,"(1500,2000]",R32,No,1,1,4,1,1,23.0,3.0,4.6,"(4.5,5.0]",37990.0,"(35000,40000]",43600.0,"(40000,45000]",13.0,Daikin 1.5 Ton 3.0 Star,Split
402,Godrej,1.0,3,Split Inverter,"White, Gold",Copper,40.0,"(35, 40]",753.0,"(500,1000]",R32A,No,1,1,10,1,1,3.0,0.0,4.4,"(4.0,4.5]",29490.0,"(25000,30000]",36900.0,"(35000,40000]",20.0,Godrej 1.0 Ton 3.0 Star,Split
403,Hitachi,2.0,2,Window,White,Copper,52.0,"(50, 55]",2774.0,"(2500,3000]",R32A,No,1,1,5,1,1,2088.0,249.0,4.2,"(4.0,4.5]",37863.0,"(35000,40000]",39690.0,"(35000,40000]",5.0,Hitachi 2.0 Ton 2.0 Star,Window
404,Panasonic,1.5,3,Split Inverter,White,Copper,48.0,"(45, 50]",2608.0,"(2500,3000]",R32A,No,1,1,10,1,1,56.0,9.0,4.4,"(4.0,4.5]",41500.0,"(40000,45000]",51500.0,"(50000,55000]",19.0,Panasonic 1.5 Ton 3.0 Star,Split
405,Blue Star,1.5,5,Split Inverter,White,Copper,44.0,"(40, 45]",2152.0,"(2000,2500]",R32,Yes,1,1,1,1,1,3.0,0.0,4.6,"(4.5,5.0]",43950.0,"(40000,45000]",71990.0,"(70000,75000]",39.0,Blue Star 1.5 Ton 5.0 Star,Split
406,Daikin,1.5,5,Window,White,Copper,50.0,"(45, 50]",1813.0,"(1500,2000]",R32,No,1,1,4,1,1,167.0,19.0,4.2,"(4.0,4.5]",35990.0,"(35000,40000]",36590.0,"(35000,40000]",2.0,Daikin 1.5 Ton 5.0 Star,Window
407,Daikin,1.5,3,Window,White,Copper,50.0,"(45, 50]",2024.0,"(2000,2500]",R32,No,1,1,4,1,1,212.0,28.0,4.2,"(4.0,4.5]",31100.0,"(30000,35000]",32500.0,"(30000,35000]",4.0,Daikin 1.5 Ton 3.0 Star,Window
408,Voltas,1.5,3,Split,White,Copper,47.0,"(45, 50]",2333.0,"(2000,2500]",R22,No,1,1,5,1,1,13113.0,1279.0,4.2,"(4.0,4.5]",36999.0,"(35000,40000]",50990.0,"(50000,55000]",27.0,Voltas 1.5 Ton 3.0 Star,Split
409,Haier,2.0,3,Split Inverter,White,Copper,40.0,"(35, 40]",3360.0,"(3000,3500]",R410A,No,1,1,10,1,1,5.0,1.0,0.0,"(-0.5,0.0]",44990.0,"(40000,45000]",79990.0,"(75000,80000]",44.0,Haier 2.0 Ton 3.0 Star,Split
410,Lg,1.5,3,Split Dual Inverter,White,Copper,26.0,"(25, 30]",2121.0,"(2000,2500]",R32A,No,1,5,10,1,1,9427.0,1214.0,4.3,"(4.0,4.5]",36990.0,"(35000,40000]",55990.0,"(55000,60000]",34.0,Lg 1.5 Ton 3.0 Star,Split
411,Panasonic,1.5,5,Split Inverter,White,Copper,46.0,"(45, 50]",1796.0,"(1500,2000]",R32A,No,1,1,4,1,1,13.0,2.0,4.2,"(4.0,4.5]",41599.0,"(40000,45000]",55000.0,"(50000,55000]",24.0,Panasonic 1.5 Ton 5.0 Star,Split
412,Hitachi,1.0,5,Split Inverter,White,Copper,35.0,"(30, 35]",1544.0,"(1500,2000]",R410A,No,1,1,5,1,1,6.0,0.0,0.0,"(-0.5,0.0]",39956.0,"(35000,40000]",54600.0,"(50000,55000]",27.0,Hitachi 1.0 Ton 5.0 Star,Split
413,Carrier,1.5,5,Window,White,Copper,50.0,"(45, 50]",2531.0,"(2500,3000]",R32A,No,1,1,5,1,1,284.0,37.0,4.3,"(4.0,4.5]",36990.0,"(35000,40000]",38990.0,"(35000,40000]",5.0,Carrier 1.5 Ton 5.0 Star,Window
414,Voltas,1.5,3,Split Inverter,White,Copper,52.0,"(50, 55]",2544.0,"(2500,3000]",R32,No,1,1,5,1,1,3818.0,319.0,4.2,"(4.0,4.5]",34990.0,"(30000,35000]",59190.0,"(55000,60000]",41.0,Voltas 1.5 Ton 3.0 Star,Split
415,Croma,1.5,3,Split Inverter,White,Copper,38.0,"(35, 40]",2784.0,"(2500,3000]",R32,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",35990.0,"(35000,40000]",45000.0,"(40000,45000]",20.0,Croma 1.5 Ton 3.0 Star,Split
416,Nokia,1.5,3,Split Triple Inverter Smart,White,Copper,38.0,"(35, 40]",1009.0,"(1000,1500]",R32,Yes,1,1,5,1,1,479.0,95.0,4.2,"(4.0,4.5]",31990.0,"(30000,35000]",51799.0,"(50000,55000]",38.0,Nokia 1.5 Ton 3.0 Star,Split
417,Hitachi,1.0,5,Split Inverter,White,Copper,32.0,"(30, 35]",586.0,"(500,1000]",R32A,No,1,1,10,1,1,6.0,0.0,0.0,"(-0.5,0.0]",37950.0,"(35000,40000]",54600.0,"(50000,55000]",30.0,Hitachi 1.0 Ton 5.0 Star,Split
418,Haier,1.5,3,Window,White,Copper,50.0,"(45, 50]",2392.0,"(2000,2500]",R32,No,1,1,10,1,1,153.0,18.0,4.1,"(4.0,4.5]",29962.0,"(25000,30000]",40000.0,"(35000,40000]",25.0,Haier 1.5 Ton 3.0 Star,Window
419,Panasonic,1.5,3,Split Inverter,White,Copper,48.0,"(45, 50]",2640.0,"(2500,3000]",R32A,No,1,1,10,1,1,152.0,22.0,4.5,"(4.0,4.5]",43000.0,"(40000,45000]",53000.0,"(50000,55000]",19.0,Panasonic 1.5 Ton 3.0 Star,Split
420,Daikin,1.8,3,Split Inverter,White,Copper,56.0,"(55, 60]",3200.0,"(3000,3500]",R32,No,1,1,1,1,1,28.0,4.0,4.0,"(3.5,4.0]",52382.0,"(50000,55000]",66000.0,"(65000,70000]",21.0,Daikin 1.8 Ton 3.0 Star,Split
421,Panasonic,1.0,4,Split Inverter,White,Copper,38.0,"(35, 40]",1680.0,"(1500,2000]",R32,Yes,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",38900.0,"(35000,40000]",48500.0,"(45000,50000]",20.0,Panasonic 1.0 Ton 4.0 Star,Split
422,Panasonic,1.0,5,Split Inverter,White,Copper,43.0,"(40, 45]",1600.0,"(1500,2000]",R32,Yes,1,4,9,1,4,122.0,25.0,4.3,"(4.0,4.5]",44990.0,"(40000,45000]",61400.0,"(60000,65000]",27.0,Panasonic 1.0 Ton 5.0 Star,Split
423,Lg,1.5,3,Split Dual Inverter,White,Copper,26.0,"(25, 30]",1681.0,"(1500,2000]",R32,No,1,1,10,1,1,17.0,1.0,4.6,"(4.5,5.0]",39990.0,"(35000,40000]",57990.0,"(55000,60000]",31.0,Lg 1.5 Ton 3.0 Star,Split
424,Thomson,1.0,3,Split Inverter,White,Copper,44.0,"(40, 45]",1752.0,"(1500,2000]",R32,No,1,1,10,1,1,116.0,26.0,4.2,"(4.0,4.5]",27799.0,"(25000,30000]",39998.0,"(35000,40000]",30.0,Thomson 1.0 Ton 3.0 Star,Split
425,Croma,1.5,3,Window,Pale Whitee,Copper,52.0,"(50, 55]",2560.0,"(2500,3000]",R32A,No,1,1,5,1,1,3.0,1.0,0.0,"(-0.5,0.0]",28890.0,"(25000,30000]",36000.0,"(35000,40000]",20.0,Croma 1.5 Ton 3.0 Star,Window
426,Voltas,1.5,5,Window,White,Copper,54.0,"(50, 55]",2440.0,"(2000,2500]",R32,No,1,1,4,1,1,2099.0,248.0,4.3,"(4.0,4.5]",34449.0,"(30000,35000]",34590.0,"(30000,35000]",0.0,Voltas 1.5 Ton 5.0 Star,Window
427,Samsung,1.5,4,Split Inverter,White,Copper,45.0,"(40, 45]",2384.0,"(2000,2500]",R32,No,1,1,10,1,1,5.0,2.0,4.4,"(4.0,4.5]",41599.0,"(40000,45000]",52990.0,"(50000,55000]",21.0,Samsung 1.5 Ton 4.0 Star,Split
428,Samsung,1.0,3,Split,"White, Blue",Copper,28.0,"(25, 30]",1840.0,"(1500,2000]",R32,No,1,1,5,1,1,4.0,1.0,5.0,"(4.5,5.0]",29990.0,"(25000,30000]",36000.0,"(35000,40000]",17.0,Samsung 1.0 Ton 3.0 Star,Split
429,Haier,1.5,3,Split,White,Copper,40.0,"(35, 40]",2322.0,"(2000,2500]",R32,No,1,1,6,1,1,91.0,9.0,4.4,"(4.0,4.5]",33490.0,"(30000,35000]",54500.0,"(50000,55000]",39.0,Haier 1.5 Ton 3.0 Star,Split
430,Lloyd,1.5,5,Window,White,Copper,52.0,"(50, 55]",1115.0,"(1000,1500]",R32A,No,1,1,5,1,1,6.0,0.0,4.2,"(4.0,4.5]",30990.0,"(30000,35000]",45990.0,"(45000,50000]",33.0,Lloyd 1.5 Ton 5.0 Star,Window
431,Godrej,1.5,3,Split Inverter,White,Copper,62.0,"(60, 65]",2512.0,"(2500,3000]",R32,No,1,1,1,1,1,16.0,0.0,4.3,"(4.0,4.5]",33399.0,"(30000,35000]",44900.0,"(40000,45000]",26.0,Godrej 1.5 Ton 3.0 Star,Split
432,Samsung,1.5,3,Split Inverter,White,Copper,45.0,"(40, 45]",2720.0,"(2500,3000]",R32A,No,1,1,10,1,1,35.0,4.0,4.3,"(4.0,4.5]",34999.0,"(30000,35000]",57990.0,"(55000,60000]",40.0,Samsung 1.5 Ton 3.0 Star,Split
433,Voltas,1.0,3,Split,Red,Copper,38.0,"(35, 40]",1600.0,"(1500,2000]",R32,No,1,1,5,1,1,4.0,0.0,0.0,"(-0.5,0.0]",32000.0,"(30000,35000]",40000.0,"(35000,40000]",20.0,Voltas 1.0 Ton 3.0 Star,Split
434,Samsung,1.0,5,Split,White,Alloy,22.0,"(20, 25]",1472.0,"(1000,1500]",R32,No,1,2,1,1,1,4.0,1.0,0.0,"(-0.5,0.0]",50000.0,"(45000,50000]",53800.0,"(50000,55000]",7.0,Samsung 1.0 Ton 5.0 Star,Split
435,Carrier,1.0,3,Window,White,Copper,48.0,"(45, 50]",2048.0,"(2000,2500]",R221,No,1,1,10,1,1,8.0,1.0,4.3,"(4.0,4.5]",29590.0,"(25000,30000]",30990.0,"(30000,35000]",5.0,Carrier 1.0 Ton 3.0 Star,Window
436,Lg,1.5,5,Split Dual Inverter,Multicolor,Copper,31.0,"(30, 35]",819.0,"(500,1000]",R32A,No,1,5,10,1,1,4.0,0.0,3.5,"(3.0,3.5]",47990.0,"(45000,50000]",77990.0,"(75000,80000]",38.0,Lg 1.5 Ton 5.0 Star,Split
437,Samsung,1.0,3,Split,White,Alloy,21.0,"(20, 25]",1696.0,"(1500,2000]",R32,No,1,2,1,1,1,4.0,1.0,0.0,"(-0.5,0.0]",50400.0,"(50000,55000]",50400.0,"(50000,55000]",0.0,Samsung 1.0 Ton 3.0 Star,Split
438,Hitachi,1.0,3,Split Inverter,White,Copper,37.0,"(35, 40]",1776.0,"(1500,2000]",R410A,No,1,5,10,1,1,3288.0,371.0,4.1,"(4.0,4.5]",31490.0,"(30000,35000]",42290.0,"(40000,45000]",26.0,Hitachi 1.0 Ton 3.0 Star,Split
439,Croma,1.5,5,Split Inverter,White,Copper,54.0,"(50, 55]",2280.0,"(2000,2500]",R32,No,1,1,10,5,1,0.0,0.0,0.0,"(-0.5,0.0]",40990.0,"(40000,45000]",55000.0,"(50000,55000]",25.0,Croma 1.5 Ton 5.0 Star,Split
440,Daikin,1.0,3,Split Inverter,White,Copper,35.0,"(30, 35]",1776.0,"(1500,2000]",R32,No,1,1,5,1,1,5.0,0.0,0.0,"(-0.5,0.0]",36990.0,"(35000,40000]",47700.0,"(45000,50000]",22.0,Daikin 1.0 Ton 3.0 Star,Split
441,Blue Star,1.5,5,Split Inverter,White,Copper,41.0,"(40, 45]",2200.0,"(2000,2500]",R32A,No,1,1,10,1,1,358.0,47.0,4.3,"(4.0,4.5]",42980.0,"(40000,45000]",61750.0,"(60000,65000]",30.0,Blue Star 1.5 Ton 5.0 Star,Split
442,Lg,1.0,3,Split Dual Inverter,White,Copper,21.0,"(20, 25]",1681.0,"(1500,2000]",R32,No,1,5,10,1,1,4.0,0.0,4.1,"(4.0,4.5]",34490.0,"(30000,35000]",52990.0,"(50000,55000]",35.0,Lg 1.0 Ton 3.0 Star,Split
443,Sansui,1.5,3,Split,White,Copper,37.0,"(35, 40]",2261.0,"(2000,2500]",R32,No,1,1,5,1,1,1529.0,211.0,4.2,"(4.0,4.5]",26490.0,"(25000,30000]",42999.0,"(40000,45000]",38.0,Sansui 1.5 Ton 3.0 Star,Split
444,Lg,1.5,4,Split Dual Inverter,White,Copper,31.0,"(30, 35]",921.0,"(500,1000]",R32,No,1,5,10,1,1,7.0,0.0,3.7,"(3.5,4.0]",38990.0,"(35000,40000]",59990.0,"(55000,60000]",35.0,Lg 1.5 Ton 4.0 Star,Split
445,Samsung,1.0,3,Split Inverter,White,Copper,37.0,"(35, 40]",1696.0,"(1500,2000]",R410A,No,1,1,1,1,1,473.0,84.0,4.3,"(4.0,4.5]",36500.0,"(35000,40000]",40300.0,"(40000,45000]",9.0,Samsung 1.0 Ton 3.0 Star,Split
446,Lg,1.0,3,Split Dual Inverter,White,Copper,21.0,"(20, 25]",1728.0,"(1500,2000]",R32,No,1,5,10,1,1,3900.0,638.0,4.4,"(4.0,4.5]",37500.0,"(35000,40000]",46990.0,"(45000,50000]",20.0,Lg 1.0 Ton 3.0 Star,Split
447,Samsung,1.5,4,Split Inverter,White,Copper,45.0,"(40, 45]",1504.0,"(1500,2000]",R32,No,1,1,10,5,1,54.0,4.0,4.0,"(3.5,4.0]",34990.0,"(30000,35000]",52990.0,"(50000,55000]",34.0,Samsung 1.5 Ton 4.0 Star,Split
448,Carrier,1.0,3,Window,White,Copper,54.0,"(50, 55]",1792.0,"(1500,2000]",R32,No,1,1,5,1,1,1376.0,177.0,4.3,"(4.0,4.5]",29590.0,"(25000,30000]",30990.0,"(30000,35000]",5.0,Carrier 1.0 Ton 3.0 Star,Window
449,Whirlpool,1.5,3,Split Inverter,White,Copper,41.0,"(40, 45]",2837.0,"(2500,3000]",R32A,No,1,1,1,1,1,1618.0,244.0,4.2,"(4.0,4.5]",33000.0,"(30000,35000]",49000.0,"(45000,50000]",33.0,Whirlpool 1.5 Ton 3.0 Star,Split
450,Voltas,1.5,3,Split Inverter,White,Copper,45.0,"(40, 45]",2816.0,"(2500,3000]",R410A,No,1,1,4,1,1,5222.0,660.0,4.3,"(4.0,4.5]",38990.0,"(35000,40000]",57834.0,"(55000,60000]",33.0,Voltas 1.5 Ton 3.0 Star,Split
451,Croma,1.0,3,Split Inverter,White,Copper,52.0,"(50, 55]",1672.0,"(1500,2000]",R32,No,1,1,10,5,1,0.0,0.0,0.0,"(-0.5,0.0]",31890.0,"(30000,35000]",40000.0,"(35000,40000]",20.0,Croma 1.0 Ton 3.0 Star,Split
452,Daikin,1.5,3,Split,White,Copper,51.0,"(50, 55]",2045.0,"(2000,2500]",R32,No,1,1,5,1,1,520.0,48.0,4.3,"(4.0,4.5]",40499.0,"(40000,45000]",42900.0,"(40000,45000]",6.0,Daikin 1.5 Ton 3.0 Star,Split
453,Lg,1.5,5,Split Inverter,White,Copper,28.0,"(25, 30]",2272.0,"(2000,2500]",R410A,No,1,1,9,1,1,49.0,10.0,4.2,"(4.0,4.5]",47490.0,"(45000,50000]",55490.0,"(55000,60000]",14.0,Lg 1.5 Ton 5.0 Star,Split
454,Hitachi,1.5,3,Split Inverter,White,Copper,36.0,"(35, 40]",2768.0,"(2500,3000]",R410A,No,1,5,10,1,1,258.0,20.0,4.1,"(4.0,4.5]",34999.0,"(30000,35000]",50490.0,"(50000,55000]",31.0,Hitachi 1.5 Ton 3.0 Star,Split
455,Haier,1.5,4,Split Inverter,White,Copper,59.0,"(55, 60]",2608.0,"(2500,3000]",R32,No,1,1,12,1,1,5.0,1.0,0.0,"(-0.5,0.0]",37499.0,"(35000,40000]",65000.0,"(60000,65000]",42.0,Haier 1.5 Ton 4.0 Star,Split
456,Toshiba,1.0,3,Split Inverter,White,Copper,36.0,"(35, 40]",1920.0,"(1500,2000]",R32,No,1,1,5,1,1,1.0,1.0,5.0,"(4.5,5.0]",33490.0,"(30000,35000]",43600.0,"(40000,45000]",23.0,Toshiba 1.0 Ton 3.0 Star,Split
457,Lg,1.0,3,Split Inverter,White,Copper,21.0,"(20, 25]",1728.0,"(1500,2000]",R32,No,1,1,10,1,1,5.0,0.0,4.4,"(4.0,4.5]",34999.0,"(30000,35000]",44990.0,"(40000,45000]",22.0,Lg 1.0 Ton 3.0 Star,Split
458,Carrier,1.5,3,Split,White,Copper,44.0,"(40, 45]",2360.0,"(2000,2500]",R32A,No,1,1,5,1,1,4123.0,425.0,4.3,"(4.0,4.5]",31999.0,"(30000,35000]",47990.0,"(45000,50000]",33.0,Carrier 1.5 Ton 3.0 Star,Split
459,Blue Star,2.0,3,Split,White,Copper,38.0,"(35, 40]",3306.0,"(3000,3500]",R32A,No,1,1,5,1,1,3.0,0.0,0.0,"(-0.5,0.0]",50299.0,"(50000,55000]",58000.0,"(55000,60000]",13.0,Blue Star 2.0 Ton 3.0 Star,Split
460,Hitachi,2.0,3,Split Inverter,White,Copper,37.0,"(35, 40]",3760.0,"(3500,4000]",R410A,No,1,1,5,1,1,2029.0,321.0,4.2,"(4.0,4.5]",49500.0,"(45000,50000]",56490.0,"(55000,60000]",12.0,Hitachi 2.0 Ton 3.0 Star,Split
461,Midea,1.5,5,Split Inverter,White,Copper,38.0,"(35, 40]",2208.0,"(2000,2500]",R32A,Yes,1,1,10,1,1,8216.0,1203.0,0.0,"(-0.5,0.0]",38999.0,"(35000,40000]",66990.0,"(65000,70000]",42.0,Midea 1.5 Ton 5.0 Star,Split
462,Livpure,1.0,3,Split Inverter Smart,White,Copper,45.0,"(40, 45]",1728.0,"(1500,2000]",R32A,Yes,1,1,10,1,1,2581.0,577.0,4.2,"(4.0,4.5]",37990.0,"(35000,40000]",38990.0,"(35000,40000]",3.0,Livpure 1.0 Ton 3.0 Star,Split
463,Whirlpool,1.5,5,Split Inverter,White,Copper,43.0,"(40, 45]",2184.0,"(2000,2500]",R32,No,1,1,10,1,1,8.0,0.0,4.8,"(4.5,5.0]",39990.0,"(35000,40000]",66950.0,"(65000,70000]",40.0,Whirlpool 1.5 Ton 5.0 Star,Split
464,Whirlpool,1.0,3,Split Inverter,White,Copper,45.0,"(40, 45]",1071.0,"(1000,1500]",R32,No,1,1,10,1,1,2048.0,290.0,4.2,"(4.0,4.5]",29999.0,"(25000,30000]",53100.0,"(50000,55000]",44.0,Whirlpool 1.0 Ton 3.0 Star,Split
465,Hitachi,2.0,2,Window,White,Copper,48.0,"(45, 50]",2725.0,"(2500,3000]",R32A,No,1,1,1,1,1,11.0,0.0,0.0,"(-0.5,0.0]",40852.0,"(40000,45000]",45500.0,"(45000,50000]",10.0,Hitachi 2.0 Ton 2.0 Star,Window
466,Hitachi,1.5,3,Split,White,Copper,36.0,"(35, 40]",2392.0,"(2000,2500]",R32,No,1,1,5,1,1,959.0,157.0,4.2,"(4.0,4.5]",39490.0,"(35000,40000]",47690.0,"(45000,50000]",17.0,Hitachi 1.5 Ton 3.0 Star,Split
467,Daikin,1.5,5,Split Inverter,White,Copper,47.0,"(45, 50]",757.0,"(500,1000]",R32,No,1,1,1,1,1,18.0,1.0,4.2,"(4.0,4.5]",45990.0,"(45000,50000]",63000.0,"(60000,65000]",27.0,Daikin 1.5 Ton 5.0 Star,Split
